name,a,b,elements,crystal_system,point_group,formula,plane,num_elements
BaSi7N10 (001),6.72166764,6.8759812759218235,"Ba, N, Si",Monoclinic,m,BaSi7N10,(001),3
BaSi7N10 (100),6.72166764,9.627147424110579,"Ba, N, Si",Monoclinic,m,BaSi7N10,(100),3
BaSiAu (0001),4.322365340446666,7.486556378528372,"Au, Ba, Si",Hexagonal,-6m2,BaSiAu,(0001),3
BaSiAu (1-100),4.322365340446666,5.07026798,"Au, Ba, Si",Hexagonal,-6m2,BaSiAu,(1-100),3
BaSiAu (1-102),4.322365340446666,9.041910406429448,"Au, Ba, Si",Hexagonal,-6m2,BaSiAu,(1-102),3
BaSiAu (11-20),5.07026798,7.486556378528372,"Au, Ba, Si",Hexagonal,-6m2,BaSiAu,(11-20),3
BaSiF6 (0001),7.196892947392347,12.465384241517672,"Ba, F, Si",Trigonal,-3m,BaSiF6,(0001),3
BaSiF6 (1-100),6.986835763902549,7.196892947392347,"Ba, F, Si",Trigonal,-3m,BaSiF6,(1-100),3
BaSiF6 (11-20),6.986835763902549,12.465384241517672,"Ba, F, Si",Trigonal,-3m,BaSiF6,(11-20),3
BaSiN2 (001),5.62590576,11.514764230000047,"Ba, N, Si",Orthorhombic,mmm,BaSiN2,(001),3
BaSiN2 (010),5.62590576,7.61595112,"Ba, N, Si",Orthorhombic,mmm,BaSiN2,(010),3
BaSiN2 (100),7.61595112,11.514764230000047,"Ba, N, Si",Orthorhombic,mmm,BaSiN2,(100),3
BaSiN2 (011),5.62590576,13.80552450052941,"Ba, N, Si",Orthorhombic,mmm,BaSiN2,(011),3
BaSiN2 (101),9.46855464591246,11.514764230000047,"Ba, N, Si",Orthorhombic,mmm,BaSiN2,(101),3
BaSiN2 (110),7.61595112,12.815639308785565,"Ba, N, Si",Orthorhombic,mmm,BaSiN2,(110),3
BaSiO3 (001),7.53641214,13.015200361019827,"Ba, O, Si",Monoclinic,2/m,BaSiO3,(001),3
BaSiO3 (100),7.53641214,11.386928401678137,"Ba, O, Si",Monoclinic,2/m,BaSiO3,(100),3
BaSiPd (100),6.719891699999999,6.719891699999999,"Ba, Pd, Si",Cubic,23,BaSiPd,(100),3
BaSiPd (110),6.719891699999999,9.503361979818393,"Ba, Pd, Si",Cubic,23,BaSiPd,(110),3
BaSiPt (100),6.69172236,6.69172236,"Ba, Pt, Si",Cubic,23,BaSiPt,(100),3
BaSiPt (110),6.69172236,9.463524517147295,"Ba, Pt, Si",Cubic,23,BaSiPt,(110),3
BaSm2O4 (001),3.56136252,10.58691307,"Ba, O, Sm",Orthorhombic,mmm,BaSm2O4,(001),3
BaSm2O4 (010),3.56136252,12.38337403,"Ba, O, Sm",Orthorhombic,mmm,BaSm2O4,(010),3
BaSm2O4 (100),10.58691307,12.38337403,"Ba, O, Sm",Orthorhombic,mmm,BaSm2O4,(100),3
BaSm2O4 (101),10.58691307,12.885311613063116,"Ba, O, Sm",Orthorhombic,mmm,BaSm2O4,(101),3
BaSm2O4 (110),11.169871590604682,12.38337403,"Ba, O, Sm",Orthorhombic,mmm,BaSm2O4,(110),3
BaSn (001),5.366131417712908,12.725815480262986,"Ba, Sn",Orthorhombic,mmm,BaSn,(001),2
BaSn (010),4.71513922,5.366131417712908,"Ba, Sn",Orthorhombic,mmm,BaSn,(010),2
BaSn (100),4.71513922,12.725815480262986,"Ba, Sn",Orthorhombic,mmm,BaSn,(100),2
BaSn (011),5.366131417712908,13.571253350434633,"Ba, Sn",Orthorhombic,mmm,BaSn,(011),2
BaSn (101),7.143381850086677,12.725815480262986,"Ba, Sn",Orthorhombic,mmm,BaSn,(101),2
BaSn (110),4.71513922,13.8109284999187,"Ba, Sn",Orthorhombic,mmm,BaSn,(110),2
BaSn2 (0001),4.713825336512515,8.164584980845135,"Ba, Sn",Trigonal,-3m,BaSn2,(0001),2
BaSn2 (1-100),4.713825336512515,5.64353299,"Ba, Sn",Trigonal,-3m,BaSn2,(1-100),2
BaSn2 (11-20),5.64353299,8.164584980845135,"Ba, Sn",Trigonal,-3m,BaSn2,(11-20),2
BaSn2S3 (001),6.230333210025508,13.71842834,"Ba, S, Sn",Monoclinic,2/m,BaSn2S3,(001),3
BaSn2S3 (100),11.98821929386758,13.71842834,"Ba, S, Sn",Monoclinic,2/m,BaSn2S3,(100),3
BaSn3 (0001),7.347911857170174,12.726956666156529,"Ba, Sn",Hexagonal,6/mmm,BaSn3,(0001),2
BaSn3 (1-100),5.649844710008944,7.347911857170174,"Ba, Sn",Hexagonal,6/mmm,BaSn3,(1-100),2
BaSn3 (1-102),7.347911857170174,13.92466054270057,"Ba, Sn",Hexagonal,6/mmm,BaSn3,(1-102),2
BaSn3 (11-20),5.649844710008944,12.726956666156529,"Ba, Sn",Hexagonal,6/mmm,BaSn3,(11-20),2
BaSn3Au (001),5.07041406,5.07041406,"Au, Ba, Sn",Tetragonal,4mm,BaSn3Au,(001),3
BaSn3Au (100),5.07041406,11.21061292,"Au, Ba, Sn",Tetragonal,4mm,BaSn3Au,(100),3
BaSn3Au (101),5.07041406,12.303940051134703,"Au, Ba, Sn",Tetragonal,4mm,BaSn3Au,(101),3
BaSn3Au (110),7.170648330499229,11.21061292,"Au, Ba, Sn",Tetragonal,4mm,BaSn3Au,(110),3
BaSn3Pd (001),4.936751742074364,4.936751742074364,"Ba, Pd, Sn",Tetragonal,4mm,BaSn3Pd,(001),3
BaSn3Pd (100),4.936751742074364,11.270225963129205,"Ba, Pd, Sn",Tetragonal,4mm,BaSn3Pd,(100),3
BaSn3Pd (101),4.936751742074364,12.304044498573056,"Ba, Pd, Sn",Tetragonal,4mm,BaSn3Pd,(101),3
BaSn3Pd (110),6.98162126771057,11.270225963129205,"Ba, Pd, Sn",Tetragonal,4mm,BaSn3Pd,(110),3
BaSn3Pt (001),4.933648994033404,4.933648994033404,"Ba, Pt, Sn",Tetragonal,4mm,BaSn3Pt,(001),3
BaSn3Pt (100),4.933648994033404,11.216809943524185,"Ba, Pt, Sn",Tetragonal,4mm,BaSn3Pt,(100),3
BaSn3Pt (101),4.933648994033404,12.253885820647662,"Ba, Pt, Sn",Tetragonal,4mm,BaSn3Pt,(101),3
BaSn3Pt (110),6.977233319350417,11.216809943524185,"Ba, Pt, Sn",Tetragonal,4mm,BaSn3Pt,(110),3
BaSnF4 (001),4.33358361,4.33358361,"Ba, F, Sn",Tetragonal,4/mmm,BaSnF4,(001),3
BaSnF4 (100),4.33358361,11.15426769,"Ba, F, Sn",Tetragonal,4/mmm,BaSnF4,(100),3
BaSnF4 (101),4.33358361,11.96652140787115,"Ba, F, Sn",Tetragonal,4/mmm,BaSnF4,(101),3
BaSnF4 (110),6.128612714939758,11.15426769,"Ba, F, Sn",Tetragonal,4/mmm,BaSnF4,(110),3
BaSnF6 (0001),7.402572944092788,12.821632445903434,"Ba, F, Sn",Trigonal,-3,BaSnF6,(0001),3
BaSnF6 (1-100),7.402572944092788,7.406211961976855,"Ba, F, Sn",Trigonal,-3,BaSnF6,(1-100),3
BaSnF6 (11-20),7.406211961976855,12.821632445903434,"Ba, F, Sn",Trigonal,-3,BaSnF6,(11-20),3
BaSnHg (0001),4.956457106920644,8.584835534722403,"Ba, Hg, Sn",Hexagonal,6/mmm,BaSnHg,(0001),3
BaSnHg (1-100),4.956457106920644,9.73284672,"Ba, Hg, Sn",Hexagonal,6/mmm,BaSnHg,(1-100),3
BaSnHg (1-102),4.956457106920644,12.977970042855208,"Ba, Hg, Sn",Hexagonal,6/mmm,BaSnHg,(1-102),3
BaSnHg (11-20),8.584835534722403,9.73284672,"Ba, Hg, Sn",Hexagonal,6/mmm,BaSnHg,(11-20),3
BaSnO3 (100),4.14346542,4.14346542,"Ba, O, Sn",Cubic,m-3m,BaSnO3,(100),3
BaSnO3 (110),4.14346542,5.859744992187933,"Ba, O, Sn",Cubic,m-3m,BaSnO3,(110),3
BaSnO3 (111),5.859744992187933,10.149376045866793,"Ba, O, Sn",Cubic,m-3m,BaSnO3,(111),3
BaSnS2 (001),6.1637980006458495,12.32491665,"Ba, S, Sn",Monoclinic,2/m,BaSnS2,(001),3
BaSnS2 (100),6.336197054231136,12.32491665,"Ba, S, Sn",Monoclinic,2/m,BaSnS2,(100),3
BaSr4 (0001),4.301313830747469,7.450094094153335,"Ba, Sr",Trigonal,-3m,BaSr4,(0001),2
BaSrBi3 (001),6.84803675,7.01213743,"Ba, Bi, Sr",Orthorhombic,mmm,BaSrBi3,(001),3
BaSrBi3 (010),6.84803675,15.74091666,"Ba, Bi, Sr",Orthorhombic,mmm,BaSrBi3,(010),3
BaSrBi3 (100),7.01213743,15.74091666,"Ba, Bi, Sr",Orthorhombic,mmm,BaSrBi3,(100),3
BaSrBi3 (110),9.801310048486252,15.74091666,"Ba, Bi, Sr",Orthorhombic,mmm,BaSrBi3,(110),3
BaSrTl2 (100),8.37145598,8.37145598,"Ba, Sr, Tl",Cubic,m-3m,BaSrTl2,(100),3
BaSrTl2 (110),8.37145598,11.839026583725351,"Ba, Sr, Tl",Cubic,m-3m,BaSrTl2,(110),3
BaTaF7 (100),9.91316657,9.91316657,"Ba, F, Ta",Cubic,m-3,BaTaF7,(100),3
BaTaF7 (110),9.91316657,14.019334609357577,"Ba, F, Ta",Cubic,m-3,BaTaF7,(110),3
BaTaS3 (0001),6.945788689312773,12.030458908526962,"Ba, S, Ta",Hexagonal,6/mmm,BaTaS3,(0001),3
BaTaS3 (1-100),5.70673887,6.945788689312773,"Ba, S, Ta",Hexagonal,6/mmm,BaTaS3,(1-100),3
BaTaS3 (1-102),6.945788689312773,13.315359930551057,"Ba, S, Ta",Hexagonal,6/mmm,BaTaS3,(1-102),3
BaTaS3 (11-20),5.70673887,12.030458908526962,"Ba, S, Ta",Hexagonal,6/mmm,BaTaS3,(11-20),3
BaTb2O4 (001),3.4806467,10.46330435,"Ba, O, Tb",Orthorhombic,mmm,BaTb2O4,(001),3
BaTb2O4 (010),3.4806467,12.17428788,"Ba, O, Tb",Orthorhombic,mmm,BaTb2O4,(010),3
BaTb2O4 (100),10.46330435,12.17428788,"Ba, O, Tb",Orthorhombic,mmm,BaTb2O4,(100),3
BaTb2O4 (101),10.46330435,12.662076718901043,"Ba, O, Tb",Orthorhombic,mmm,BaTb2O4,(101),3
BaTb2O4 (110),11.02704127909884,12.17428788,"Ba, O, Tb",Orthorhombic,mmm,BaTb2O4,(110),3
BaTcO3 (0001),5.798878591069892,10.043952346656479,"Ba, O, Tc",Hexagonal,6/mmm,BaTcO3,(0001),3
BaTcO3 (1-100),5.798878591069892,13.951183650001354,"Ba, O, Tc",Hexagonal,6/mmm,BaTcO3,(1-100),3
BaTcO3 (11-20),10.043952346656479,13.951183650001354,"Ba, O, Tc",Hexagonal,6/mmm,BaTcO3,(11-20),3
BaTe (100),7.089839539920255,7.089839539920255,"Ba, Te",Cubic,m-3m,BaTe,(100),2
BaTe (110),7.089839539920255,10.02654723240425,"Ba, Te",Cubic,m-3m,BaTe,(110),2
BaTe2 (001),7.2657515009094364,7.2657515009094364,"Ba, Te",Tetragonal,4/mmm,BaTe2,(001),2
BaTe2 (100),7.2657515009094364,9.083243498918517,"Ba, Te",Tetragonal,4/mmm,BaTe2,(100),2
BaTe2 (101),7.2657515009094364,11.631700534900872,"Ba, Te",Tetragonal,4/mmm,BaTe2,(101),2
BaTe2 (110),9.083243498918517,10.275324313418796,"Ba, Te",Tetragonal,4/mmm,BaTe2,(110),2
BaTe2F10 (100),4.83754134,10.199468744945767,"Ba, F, Te",Monoclinic,2/m,BaTe2F10,(100),3
BaTe3 (001),8.0766372,8.0766372,"Ba, Te",Tetragonal,-42m,BaTe3,(001),2
BaTe3 (100),4.48622749,8.0766372,"Ba, Te",Tetragonal,-42m,BaTe3,(100),2
BaTe3 (101),8.0766372,9.238955869169175,"Ba, Te",Tetragonal,-42m,BaTe3,(101),2
BaTe3 (110),4.48622749,11.422089866607061,"Ba, Te",Tetragonal,-42m,BaTe3,(110),2
BaTeO3 (001),4.650439182225438,5.959105170000001,"Ba, O, Te",Monoclinic,2/m,BaTeO3,(001),3
BaTeO3 (100),5.959105170000001,7.1209327533045546,"Ba, O, Te",Monoclinic,2/m,BaTeO3,(100),3
BaTeO4 (001),5.06221521,5.99995237,"Ba, O, Te",Orthorhombic,mmm,BaTeO4,(001),3
BaTeO4 (010),5.06221521,13.69017125,"Ba, O, Te",Orthorhombic,mmm,BaTeO4,(010),3
BaTeO4 (100),5.99995237,13.69017125,"Ba, O, Te",Orthorhombic,mmm,BaTeO4,(100),3
BaTeO4 (011),5.06221521,14.947247816792066,"Ba, O, Te",Orthorhombic,mmm,BaTeO4,(011),3
BaTeO4 (101),5.99995237,14.596123173181361,"Ba, O, Te",Orthorhombic,mmm,BaTeO4,(101),3
BaTeO4 (110),7.850187977024751,13.69017125,"Ba, O, Te",Orthorhombic,mmm,BaTeO4,(110),3
BaTeS3 (001),6.98612374,7.56500176,"Ba, S, Te",Orthorhombic,mmm,BaTeS3,(001),3
BaTeS3 (010),6.98612374,11.07567138,"Ba, S, Te",Orthorhombic,mmm,BaTeS3,(010),3
BaTeS3 (100),7.56500176,11.07567138,"Ba, S, Te",Orthorhombic,mmm,BaTeS3,(100),3
BaTeS3 (011),6.98612374,13.412671178648726,"Ba, S, Te",Orthorhombic,mmm,BaTeS3,(011),3
BaTeS3 (101),7.56500176,13.094900588715543,"Ba, S, Te",Orthorhombic,mmm,BaTeS3,(101),3
BaTeS3 (110),10.297338323051967,11.07567138,"Ba, S, Te",Orthorhombic,mmm,BaTeS3,(110),3
BaTh2S5 (001),7.69463499,8.672524333216812,"Ba, S, Th",Monoclinic,2/m,BaTh2S5,(001),3
BaTh2S5 (100),7.69463499,12.192179469461514,"Ba, S, Th",Monoclinic,2/m,BaTh2S5,(100),3
BaThN2 (0001),3.7637553472591008,6.519015488711806,"Ba, N, Th",Hexagonal,6/mmm,BaThN2,(0001),3
BaThN2 (1-100),3.7637553472591008,12.904904970000011,"Ba, N, Th",Hexagonal,6/mmm,BaThN2,(1-100),3
BaThN2 (1-102),3.7637553472591008,14.45801283810453,"Ba, N, Th",Hexagonal,6/mmm,BaThN2,(1-102),3
BaThN2 (11-20),6.519015488711806,12.904904970000011,"Ba, N, Th",Hexagonal,6/mmm,BaThN2,(11-20),3
BaThO3 (001),6.3660955,6.4142298,"Ba, O, Th",Orthorhombic,mmm,BaThO3,(001),3
BaThO3 (010),6.3660955,9.00638526,"Ba, O, Th",Orthorhombic,mmm,BaThO3,(010),3
BaThO3 (100),6.4142298,9.00638526,"Ba, O, Th",Orthorhombic,mmm,BaThO3,(100),3
BaThO3 (011),6.3660955,11.057003182542426,"Ba, O, Th",Orthorhombic,mmm,BaThO3,(011),3
BaThO3 (101),6.4142298,11.029149893199635,"Ba, O, Th",Orthorhombic,mmm,BaThO3,(101),3
BaThO3 (110),9.00638526,9.037118779916987,"Ba, O, Th",Orthorhombic,mmm,BaThO3,(110),3
BaTi2O5 (001),3.93208131,10.30448564,"Ba, O, Ti",Orthorhombic,mmm,BaTi2O5,(001),3
BaTi2O5 (010),3.93208131,10.94373364,"Ba, O, Ti",Orthorhombic,mmm,BaTi2O5,(010),3
BaTi2O5 (100),10.30448564,10.94373364,"Ba, O, Ti",Orthorhombic,mmm,BaTi2O5,(100),3
BaTi2O5 (011),3.93208131,15.031557813088897,"Ba, O, Ti",Orthorhombic,mmm,BaTi2O5,(011),3
BaTi2O5 (101),10.30448564,11.628695946309671,"Ba, O, Ti",Orthorhombic,mmm,BaTi2O5,(101),3
BaTi2O5 (110),10.94373364,11.029219724596002,"Ba, O, Ti",Orthorhombic,mmm,BaTi2O5,(110),3
BaTi8O16 (100),5.95756,14.32088778097706,"Ba, O, Ti",Monoclinic,2,BaTi8O16,(100),3
BaTiF6 (0001),7.409294745509793,12.833274947476074,"Ba, F, Ti",Trigonal,-3m,BaTiF6,(0001),3
BaTiF6 (1-100),7.243374630764433,7.409294745509793,"Ba, F, Ti",Trigonal,-3m,BaTiF6,(1-100),3
BaTiF6 (11-20),7.243374630764433,12.833274947476074,"Ba, F, Ti",Trigonal,-3m,BaTiF6,(11-20),3
BaTiO3 (001),5.725190216775036,5.750679062021152,"Ba, O, Ti",Orthorhombic,mm2,BaTiO3,(001),3
BaTiO3 (010),3.98333387,5.725190216775036,"Ba, O, Ti",Orthorhombic,mm2,BaTiO3,(010),3
BaTiO3 (100),3.98333387,5.750679062021152,"Ba, O, Ti",Orthorhombic,mm2,BaTiO3,(100),3
BaTiO3 (011),5.725190216775036,6.9955170212256395,"Ba, O, Ti",Orthorhombic,mm2,BaTiO3,(011),3
BaTiO3 (101),5.750679062021152,6.974578964937293,"Ba, O, Ti",Orthorhombic,mm2,BaTiO3,(101),3
BaTiO3 (110),3.98333387,8.114685002674168,"Ba, O, Ti",Orthorhombic,mm2,BaTiO3,(110),3
BaTiSe3 (0001),7.108258999705824,12.311865740849212,"Ba, Se, Ti",Hexagonal,6/mmm,BaTiSe3,(0001),3
BaTiSe3 (1-100),6.05122586,7.108258999705824,"Ba, Se, Ti",Hexagonal,6/mmm,BaTiSe3,(1-100),3
BaTiSe3 (1-102),7.108258999705824,13.7185776387142,"Ba, Se, Ti",Hexagonal,6/mmm,BaTiSe3,(1-102),3
BaTiSe3 (11-20),6.05122586,12.311865740849212,"Ba, Se, Ti",Hexagonal,6/mmm,BaTiSe3,(11-20),3
BaTl2 (0001),5.294107462965234,9.169663106585352,"Ba, Tl",Hexagonal,6/mmm,BaTl2,(0001),2
BaTl2 (1-100),5.294107462965234,8.62833932,"Ba, Tl",Hexagonal,6/mmm,BaTl2,(1-100),2
BaTl2 (1-102),5.294107462965234,12.590907866763644,"Ba, Tl",Hexagonal,6/mmm,BaTl2,(1-102),2
BaTl2 (11-20),8.62833932,9.169663106585352,"Ba, Tl",Hexagonal,6/mmm,BaTl2,(11-20),2
BaTl2O4 (001),3.48897024,10.39790207,"Ba, O, Tl",Orthorhombic,mmm,BaTl2O4,(001),3
BaTl2O4 (010),3.48897024,12.0597315,"Ba, O, Tl",Orthorhombic,mmm,BaTl2O4,(010),3
BaTl2O4 (100),10.39790207,12.0597315,"Ba, O, Tl",Orthorhombic,mmm,BaTl2O4,(100),3
BaTl2O4 (011),3.48897024,15.923363065301329,"Ba, O, Tl",Orthorhombic,mmm,BaTl2O4,(011),3
BaTl2O4 (101),10.39790207,12.554283619056003,"Ba, O, Tl",Orthorhombic,mmm,BaTl2O4,(101),3
BaTl2O4 (110),10.96764700347873,12.0597315,"Ba, O, Tl",Orthorhombic,mmm,BaTl2O4,(110),3
BaTl4 (001),5.4106315,12.679690571760903,"Ba, Tl",Monoclinic,2/m,BaTl4,(001),2
BaTl4 (100),5.4106315,10.596373922684194,"Ba, Tl",Monoclinic,2/m,BaTl4,(100),2
BaTlHg2 (100),7.885363580002424,7.885363580002424,"Ba, Hg, Tl",Cubic,m-3m,BaTlHg2,(100),3
BaTlHg2 (110),7.885363580002424,11.151588119082291,"Ba, Hg, Tl",Cubic,m-3m,BaTlHg2,(110),3
BaTm2F8 (001),6.867497855268899,10.371176215708095,"Ba, F, Tm",Monoclinic,2/m,BaTm2F8,(001),3
BaTm2F8 (100),4.211718853551483,10.371176215708095,"Ba, F, Tm",Monoclinic,2/m,BaTm2F8,(100),3
BaU2S5 (001),7.61123662,8.513391453742688,"Ba, S, U",Monoclinic,2/m,BaU2S5,(001),3
BaU2S5 (100),7.61123662,11.88167862564527,"Ba, S, U",Monoclinic,2/m,BaU2S5,(100),3
BaU2Se5 (001),7.9520336,8.867176015409292,"Ba, Se, U",Monoclinic,2/m,BaU2Se5,(001),3
BaU2Se5 (100),7.9520336,12.387151351568495,"Ba, Se, U",Monoclinic,2/m,BaU2Se5,(100),3
BaU2Te5 (001),8.410686521204122,8.410686521204122,"Ba, Te, U",Tetragonal,4/mmm,BaU2Te5,(001),3
BaU2Te5 (100),8.410686521204122,15.161139,"Ba, Te, U",Tetragonal,4/mmm,BaU2Te5,(100),3
BaU2Te5 (110),11.894506947155456,15.161139,"Ba, Te, U",Tetragonal,4/mmm,BaU2Te5,(110),3
BaUI6 (001),8.43766072437861,14.3354542,"Ba, I, U",Monoclinic,m,BaUI6,(001),3
BaUI6 (100),14.3354542,14.69969339849007,"Ba, I, U",Monoclinic,m,BaUI6,(100),3
BaUO3 (001),6.239579931181474,6.264552010855393,"Ba, O, U",Orthorhombic,mmm,BaUO3,(001),3
BaUO3 (010),6.239579931181474,8.803588920061863,"Ba, O, U",Orthorhombic,mmm,BaUO3,(010),3
BaUO3 (100),6.264552010855393,8.803588920061863,"Ba, O, U",Orthorhombic,mmm,BaUO3,(100),3
BaUO3 (011),6.239579931181474,10.804989114763066,"Ba, O, U",Orthorhombic,mmm,BaUO3,(011),3
BaUO3 (101),6.264552010855393,10.790529903162245,"Ba, O, U",Orthorhombic,mmm,BaUO3,(101),3
BaUO3 (110),8.803588920061863,8.841774121425798,"Ba, O, U",Orthorhombic,mmm,BaUO3,(110),3
BaUO4 (001),5.832584739999999,8.15165958,"Ba, O, U",Orthorhombic,mmm,BaUO4,(001),3
BaUO4 (010),5.832584739999999,8.241517779999999,"Ba, O, U",Orthorhombic,mmm,BaUO4,(010),3
BaUO4 (100),8.15165958,8.241517779999999,"Ba, O, U",Orthorhombic,mmm,BaUO4,(100),3
BaUO4 (011),5.832584739999999,11.59190101865358,"Ba, O, U",Orthorhombic,mmm,BaUO4,(011),3
BaUO4 (101),8.15165958,10.096616268202776,"Ba, O, U",Orthorhombic,mmm,BaUO4,(101),3
BaUO4 (110),8.241517779999999,10.023402548909559,"Ba, O, U",Orthorhombic,mmm,BaUO4,(110),3
BaUS3 (001),7.2908132,7.52588778,"Ba, S, U",Orthorhombic,mmm,BaUS3,(001),3
BaUS3 (010),7.2908132,10.41371308,"Ba, S, U",Orthorhombic,mmm,BaUS3,(010),3
BaUS3 (100),7.52588778,10.41371308,"Ba, S, U",Orthorhombic,mmm,BaUS3,(100),3
BaUS3 (011),7.2908132,12.84851769620591,"Ba, S, U",Orthorhombic,mmm,BaUS3,(011),3
BaUS3 (101),7.52588778,12.71225303515696,"Ba, S, U",Orthorhombic,mmm,BaUS3,(101),3
BaUS3 (110),10.41371308,10.47830826013663,"Ba, S, U",Orthorhombic,mmm,BaUS3,(110),3
BaUTe6 (001),8.231998288345068,15.33224975,"Ba, Te, U",Monoclinic,2/m,BaUTe6,(001),3
BaUTe6 (100),9.055173960406986,15.33224975,"Ba, Te, U",Monoclinic,2/m,BaUTe6,(100),3
BaV10O15 (001),10.12259064,11.45643834,"Ba, O, V",Orthorhombic,mmm,BaV10O15,(001),3
BaV10O15 (010),9.53851025,10.12259064,"Ba, O, V",Orthorhombic,mmm,BaV10O15,(010),3
BaV10O15 (100),9.53851025,11.45643834,"Ba, O, V",Orthorhombic,mmm,BaV10O15,(100),3
BaV10O15 (011),10.12259064,14.907486616716348,"Ba, O, V",Orthorhombic,mmm,BaV10O15,(011),3
BaV10O15 (101),11.45643834,13.908631099226504,"Ba, O, V",Orthorhombic,mmm,BaV10O15,(101),3
BaV10O15 (110),9.53851025,15.28779973388053,"Ba, O, V",Orthorhombic,mmm,BaV10O15,(110),3
BaV2O6 (001),8.514603809866127,12.692703093386044,"Ba, O, V",Orthorhombic,222,BaV2O6,(001),3
BaV2O6 (010),7.961819360012461,8.514603809866127,"Ba, O, V",Orthorhombic,222,BaV2O6,(010),3
BaV2O6 (100),7.961819360012461,12.692703093386044,"Ba, O, V",Orthorhombic,222,BaV2O6,(100),3
BaV2O6 (011),8.514603809866127,14.983166532423008,"Ba, O, V",Orthorhombic,222,BaV2O6,(011),3
BaV2O6 (101),11.657145686678879,12.692703093386044,"Ba, O, V",Orthorhombic,222,BaV2O6,(101),3
BaV2O6 (110),7.961819360012461,15.284082892206467,"Ba, O, V",Orthorhombic,222,BaV2O6,(110),3
BaVS3 (001),5.787610343042937,6.809994141761529,"Ba, S, V",Orthorhombic,mm2,BaVS3,(001),3
BaVS3 (010),5.787610343042937,6.876733740869035,"Ba, S, V",Orthorhombic,mm2,BaVS3,(010),3
BaVS3 (100),6.809994141761529,6.876733740869035,"Ba, S, V",Orthorhombic,mm2,BaVS3,(100),3
BaVS3 (011),5.787610343042937,9.678093156899916,"Ba, S, V",Orthorhombic,mm2,BaVS3,(011),3
BaVS3 (101),6.809994141761529,8.988097708954005,"Ba, S, V",Orthorhombic,mm2,BaVS3,(101),3
BaVS3 (110),6.876733740869035,8.93713901054045,"Ba, S, V",Orthorhombic,mm2,BaVS3,(110),3
BaWF7 (001),5.422287739724275,9.90261087,"Ba, F, W",Monoclinic,2/m,BaWF7,(001),3
BaWF7 (100),9.90261087,10.23334146843844,"Ba, F, W",Monoclinic,2/m,BaWF7,(100),3
BaWN3 (001),5.75731796,7.64487733756471,"Ba, N, W",Monoclinic,2/m,BaWN3,(001),3
BaWN3 (100),5.75731796,10.277887652445761,"Ba, N, W",Monoclinic,2/m,BaWN3,(100),3
BaWO4 (001),5.66673181,5.66673181,"Ba, O, W",Tetragonal,4/m,BaWO4,(001),3
BaWO4 (100),5.66673181,12.73853374,"Ba, O, W",Tetragonal,4/m,BaWO4,(100),3
BaWO4 (101),5.66673181,13.942097806699831,"Ba, O, W",Tetragonal,4/m,BaWO4,(101),3
BaWO4 (110),8.013968980033038,12.73853374,"Ba, O, W",Tetragonal,4/m,BaWO4,(110),3
BaY2F8 (001),6.97973529612624,10.51257504,"Ba, F, Y",Monoclinic,2/m,BaY2F8,(001),3
BaY2F8 (100),4.265516542339915,10.51257504,"Ba, F, Y",Monoclinic,2/m,BaY2F8,(100),3
BaY2O4 (001),3.46103049,10.43624599,"Ba, O, Y",Orthorhombic,mmm,BaY2O4,(001),3
BaY2O4 (010),3.46103049,12.14046317,"Ba, O, Y",Orthorhombic,mmm,BaY2O4,(010),3
BaY2O4 (100),10.43624599,12.14046317,"Ba, O, Y",Orthorhombic,mmm,BaY2O4,(100),3
BaY2O4 (101),10.43624599,12.624166429306772,"Ba, O, Y",Orthorhombic,mmm,BaY2O4,(101),3
BaY2O4 (110),10.99517905340794,12.14046317,"Ba, O, Y",Orthorhombic,mmm,BaY2O4,(110),3
BaYb2F8 (001),6.840277774975324,10.342980379747912,"Ba, F, Yb",Monoclinic,2/m,BaYb2F8,(001),3
BaYb2F8 (100),4.196871700367695,10.342980379747912,"Ba, F, Yb",Monoclinic,2/m,BaYb2F8,(100),3
BaZn13 (100),12.211011169610481,12.211011169610481,"Ba, Zn",Cubic,m-3m,BaZn13,(100),2
BaZn2 (001),7.574349142570587,9.503985887424706,"Ba, Zn",Orthorhombic,mmm,BaZn2,(001),2
BaZn2 (010),5.074387096450156,9.503985887424706,"Ba, Zn",Orthorhombic,mmm,BaZn2,(010),2
BaZn2 (100),5.074387096450156,7.574349142570587,"Ba, Zn",Orthorhombic,mmm,BaZn2,(100),2
BaZn2 (011),9.117026342957425,9.503985887424706,"Ba, Zn",Orthorhombic,mmm,BaZn2,(011),2
BaZn2 (101),7.574349142570587,10.773817900493206,"Ba, Zn",Orthorhombic,mmm,BaZn2,(101),2
BaZn2 (110),5.074387096450156,12.153045407712742,"Ba, Zn",Orthorhombic,mmm,BaZn2,(110),2
BaZn5 (001),8.285027992547489,10.794087313957773,"Ba, Zn",Orthorhombic,mmm,BaZn5,(001),2
BaZn5 (010),5.3098906600245135,8.285027992547489,"Ba, Zn",Orthorhombic,mmm,BaZn5,(010),2
BaZn5 (100),5.3098906600245135,10.794087313957773,"Ba, Zn",Orthorhombic,mmm,BaZn5,(100),2
BaZn5 (011),8.285027992547489,12.029433060737306,"Ba, Zn",Orthorhombic,mmm,BaZn5,(011),2
