0
AlFeRh2 (001)
AlFeRh2 (110)
AlGaCo2 (001)
AlGaCo2 (100)
AlGaCo2 (011)
AlGaCo2 (110)
AlGaNi6 (001)
AlGaNi6 (100)
AlGaNi6 (011)
AlGaNi6 (110)
AlGeRu2 (001)
AlGeRu2 (110)
AlHO2 (001)
AlHO2 (010)
AlHO2 (100)
AlHO2 (011)
AlHO2 (101)
AlHO2 (110)
AlI3 (001)
AlI3 (100)
AlI3 (1-10)
AlICl6 (001)
AlICl6 (100)
AlICl6 (110)
AlICl6 (1-10)
AlInBr4 (001)
AlInBr4 (100)
AlInBr4 (1-10)
AlInCl4 (001)
AlInCl4 (010)
AlInCl4 (100)
AlInCl4 (011)
AlInCl4 (101)
AlInCl4 (110)
AlInI4 (001)
AlInI4 (100)
AlInI4 (1-10)
AlIr (001)
AlIr (110)
AlMo3 (001)
AlMo3 (110)
AlN (11-20)
AlN (1-102)
AlN (1-100)
AlN (0001)
AlNi (001)
AlNi (110)
AlNi3 (001)
AlNi3 (110)
AlNi6Ge (001)
AlNi6Ge (100)
AlNi6Ge (011)
AlNi6Ge (110)
AlP (001)
AlP (110)
AlPI8 (001)
AlPI8 (010)
AlPI8 (100)
AlPI8 (110)
AlPPd4 (001)
AlPPd4 (100)
AlPPd4 (110)
AlPPd4 (1-10)
AlPPt5 (001)
AlPPt5 (100)
AlPPt5 (011)
AlPPt5 (110)
AlPS4 (001)
AlPS4 (100)
AlPS4 (011)
AlPS4 (110)
AlPd (001)
AlPd (110)
AlPd2 (001)
AlPd2 (010)
AlPd2 (100)
AlPd2 (011)
AlPd2 (101)
AlPd2 (110)
AlPd5 (001)
AlPd5 (010)
AlPd5 (100)
AlPd5 (011)
AlPd5 (101)
AlPd5 (110)
AlPt (001)
AlPt (110)
AlPt2 (001)
AlPt3 (001)
AlPt3 (100)
AlPt3 (011)
AlPt3 (110)
AlRe (001)
AlRe (100)
AlRe (011)
AlRe (110)
AlRe2 (001)
AlRe2 (100)
AlRe2 (011)
AlRe2 (110)
AlReGe (001)
AlReGe (100)
AlReGe (011)
AlReGe (110)
AlReSi (001)
AlReSi (100)
AlReSi (011)
AlReSi (110)
AlRh (001)
AlRh (110)
AlRu (001)
AlRu (110)
AlSCl7 (001)
AlSCl7 (100)
AlSCl7 (110)
AlSCl7 (1-10)
AlSb (001)
AlSb (110)
AlSbI6 (100)
AlSbI6 (1-10)
AlSbO4 (001)
AlSbO4 (010)
AlSbO4 (100)
AlSbO4 (011)
AlSbO4 (101)
AlSbO4 (110)
AlSi3W2 (001)
AlSi3W2 (100)
AlSi3W2 (011)
AlSi3W2 (110)
AlSiMo6 (001)
AlSiMo6 (110)
AlSiRu2 (001)
AlSiRu2 (110)
AlTc2 (001)
AlTc2 (100)
AlTc2 (011)
AlTc2 (110)
AlTeCl7 (001)
AlTeCl7 (100)
AlTeCl7 (1-10)
AlTeI7 (001)
AlTl2F5 (001)
AlTl2F5 (100)
AlTl2F5 (011)
AlTl2F5 (110)
AlTlBr4 (001)
AlTlBr4 (100)
AlTlBr4 (1-10)
AlTlCl4 (001)
AlTlCl4 (010)
AlTlCl4 (100)
AlTlCl4 (011)
AlTlCl4 (101)
AlTlCl4 (110)
AlTlF4 (001)
AlTlF4 (100)
AlTlF4 (1-10)
AlTlI4 (001)
AlTlS2 (001)
AlTlS2 (100)
AlTlS2 (1-10)
AlTlSe2 (001)
AlTlSe2 (100)
AlV (001)
AlV (010)
AlV (100)
AlV (011)
AlV (101)
AlV (110)
AlV2C (11-20)
AlV2C (1-102)
AlV2C (1-100)
AlV2O4 (001)
AlV2O4 (010)
AlV2O4 (100)
AlV2O4 (011)
AlV2O4 (101)
AlV2O4 (110)
AlV3 (001)
AlV3 (110)
AlV6Ga (001)
AlV6Ga (110)
